configuration,best_val_mse,time_s
A_baseline,0.37962764501571655,29.894981145858765
B_sans_bn,0.2595992386341095,97.30051946640015
C_sans_dropout,0.3297073543071747,33.57485294342041
D_sans_l2,0.3555262088775635,50.289098024368286
E_aucune_reg,0.26868924498558044,48.14389252662659
